image_id,original_caption,generated_caption
6271611352.jpg,"પાંચ નાના છોકરાઓ, બે લીલા જર્સીમાં અને ત્રણ વાદળી જર્સીમાં, એક મેદાનમાં ફૂટબોલ રમી રહ્યા છે, જેની પૃષ્ઠભૂમિમાં સાંકળની વાડ છે.",ચાર નાના છોકરાઓ ફૂટબોલ રમી રહ્યા છે.
62721806.jpg,કાળા જેકેટ પહેરેલા બે માણસો પાણીમાં એક નાની હોડીમાં ઉભા છે.,"બે માણસો, એક લાલ શર્ટ પહેરેલો અને બીજો વાદળી શર્ટ પહેરેલો, નદી કિનારે ઉભા છે."
6272230270.jpg,"લીલા, કાળા અને સફેદ સ્પાન્ડેક્સ સ્પોર્ટ્સ યુનિફોર્મમાં એક માણસ બાઇક ચલાવી રહ્યો છે.",લીલા રંગના પોશાક પહેરેલો એક માણસ બાઇક ચલાવી રહ્યો છે.
6273004053.jpg,લાલ ગણવેશ પહેરેલ સોકર ખેલાડી પાર્કિંગની નજીકની રમત પછી મેદાનની બહાર નીકળી રહ્યો છે.,લાલ રંગનો પોશાક પહેરેલો એક માણસ પાર્કિંગમાં ચાલી રહ્યો છે.
6273115722.jpg,એક મહિલા નાટક માટે સ્પોટલાઇટ્સનું કામ કરી રહી છે જ્યારે અન્ય દર્શકો પૃષ્ઠભૂમિમાં નાટક જુએ છે.,એક અંધારાવાળા ઓરડામાં એક બેન્ડ વાગી રહ્યું છે.
6273160372.jpg,"એક નાનો છોકરો જમીન પર બેઠો છે, અને એક પુખ્ત વ્યક્તિ પાસેથી દાંત સાફ કરાવી રહ્યો છે.",એક બાળક દાંત સાફ કરી રહ્યું છે.
6273518057.jpg,એક માણસ હસતાં હસતાં અને તેના સાથી સાથે હવામાં શેમ્પેન છોડતા પોતાની જીતની ઉજવણી કરી રહ્યો છે.,"બે માણસો, એક લાલ પોશાક પહેરેલો અને બીજો સફેદ શર્ટ પહેરેલો, એકબીજાની બાજુમાં ઉભા છે."
6273590324.jpg,"ગુલાબી હેલ્મેટ, સફેદ ટેન્ક ટોપ અને કાળા શોર્ટ્સ સ્કેટ પહેરેલી રોલર ડર્બી ગર્લ.",એક મહિલા રોલર ડર્બી સ્પર્ધામાં ભાગ લે છે.
6273863290.jpg,"એક યુગલ હાથ પકડીને પાણીની ઉપર આકાશ તરફ જોઈ રહ્યું છે, જ્યારે વૃક્ષો તળાવમાં પ્રતિબિંબિત થાય છે અને એક હોડી કિનારે આરામથી આરામ કરી રહી છે.",એક પુરુષ અને એક સ્ત્રી નદી કિનારે ઉભા છે.
6273905117.jpg,બે લોકો તેમના સ્કી-ડુ પર સવારી કરીને ઝડપથી ધસી આવતા સફેદ મોજા ઉપર ચઢી રહ્યા છે.,સફેદ સર્ફબોર્ડ પર એક માણસ.
6273930630.jpg,"હારેલી ટીમ મેદાન છોડીને મેદાનની બહાર નીકળતી વખતે, મેચ પછી વિજયની ઉજવણી કરતા વ્યાવસાયિક ફૂટબોલ ખેલાડીઓ ચિત્રની પાછળ દેખાય છે.",લાલ શર્ટ પહેરેલો એક ફૂટબોલ ખેલાડી બોલને કિક મારવા જઈ રહ્યો છે.
6274309052.jpg,"સફેદ શર્ટ પહેરેલી એક મહિલા ફ્રીઝરમાં જોઈ રહી છે, પૃષ્ઠભૂમિમાં વોલમાર્ટના છાજલીઓ અને પૃષ્ઠભૂમિમાં અન્ય લોકો પણ છે.",શોપિંગ કાર્ટ પર કામ કરતા લોકો.
6274389805.jpg,"લાલ હેલ્મેટ પહેરેલો એક માણસ લાલ પટ્ટાવાળા બે કૂતરાઓ સાથે બોર્ડવોક પર રોલરબ્લેડિંગ કરી રહ્યો છે, પૃષ્ઠભૂમિમાં એક વ્યસ્ત બીચ છે.",એક માણસ બે કૂતરાઓને પટ્ટા પર લઈ જઈ રહ્યો છે.
6274424188.jpg,"વેટસૂટ અને હેલ્મેટ પહેરેલા વ્યાવસાયિક સવારને જેટસ્કી પર, વિશાળ ક્ષિતિજ સામે ઊંધો ફેરવવામાં આવે છે.",એક વેકબોર્ડર હવામાં ઉડી રહ્યો છે.
6274918824.jpg,સ્ટેનલેસ સ્ટીલના અરજદારો ધરાવતા રસોડામાં કોઈ મોટા સ્ટેનલેસ સ્ટેન મિક્સિંગ બાઉલમાં રેસીપી બનાવી રહ્યું છે.,એક વ્યક્તિ રસોડામાં રસોઈ બનાવી રહ્યો છે.
6275000207.jpg,"ચાર છોકરાઓ ફૂટબોલ રમી રહ્યા છે, પણ બધા એક જ ટીમમાં નથી, સૌથી નજીકનો છોકરો લાલ ટીમમાં છે જેણે સફેદ ટ્રંક અને સફેદ શર્ટ પહેર્યો છે જ્યારે બાકીના ત્રણ છોકરાઓ વાદળી ટીમમાં છે અને વાદળી ટ્રંક અને વાદળી શર્ટ પહેર્યા છે.",ત્રણ બાળકો ફૂટબોલ રમી રહ્યા છે.
6275000713.jpg,"ચાર કાળા વાળવાળા કિશોરો, ત્રણ વાદળી રંગના અને એક લાલ રંગના કપડાં પહેરેલા, લીલા ઘાસના મેદાનમાં ફૂટબોલ રમી રહ્યા છે.",ત્રણ બાળકો ફૂટબોલ રમી રહ્યા છે.
62756536.jpg,એક પુરુષ અને સ્ત્રી હસી રહ્યા છે જ્યારે પ્લેઇડ શર્ટ પહેરેલો બીજો પુરુષ ક્રીમ બ્રુલી બનાવવા માટે ટોર્ચનો ઉપયોગ કરે છે.,એક પુરુષ અને સ્ત્રી ટેબલ પર બેઠા છે.
6275746867.jpg,ટેકરીઓથી ઘેરાયેલા પાણીના તળાવની સામે ઊભેલી ઊંડા સમુદ્રમાં સ્કુબા ડાઇવિંગ ગિયર પહેરેલી એક વ્યક્તિ.,સ્કુબા ગિયર પહેરેલો એક વ્યક્તિ પાણીની અંદર છે.
627594335.jpg,"એક હાથ તેના આઉટથ્રસ્ટ હિપ પર અને બીજો હાથ સેલિબ્રેશનમાં ઉંચો રાખીને, 30 વર્ષની એક ગૌરવર્ણ મહિલા, સફેદ ટી-શર્ટ અને ફેધર બોઆ પહેરેલી, સાથી પક્ષકારોના જૂથ વચ્ચે કેમેરા માટે પોઝ આપે છે.",પાર્ટીમાં લોકોનો એક સમૂહ.
6276165800.jpg,"એક યુવાન ભારતીય છોકરો દિવાલ પર ઝૂકીને બેઠો છે, લાલ અને સફેદ પટ્ટાવાળો શર્ટ પહેરેલો છે, અને આંખો ઢાંકી રહ્યો છે.",સફેદ શર્ટ પહેરેલો એક નાનો છોકરો લાલ અને સફેદ ધ્વજ પકડીને.
6276644870.jpg,"બે મોટરસાયકલ ચાલકો ખૂબ જ ફ્લોરોસન્ટ પીળા, વાદળી અને લીલા રંગો પહેરીને એક વળાંક પર ખૂબ જ ઝડપે દોડે છે.",એક મોટરસાઇકલ રેસર ટ્રેક પર દોડી રહ્યો છે.
627714170.jpg,ખાખી પેન્ટ અને ભૂરા રંગનો શર્ટ પહેરેલો એક વૃદ્ધ માણસ એક ઇમારતની સામે ફૂટપાથ પર ઊભો છે.,એક માણસ ફોન પર વાત કરી રહ્યો છે.
6278649113.jpg,"વાદળી શર્ટ પહેરેલી એક યુવાન છોકરી બોલિંગ ગલીમાં છે, અને તેનો બોલ એક ગલીમાં ફેંકી રહી છે.",એક સ્ત્રી બોલિંગ કરી રહી છે.
6279182622.jpg,લાલ રંગના સાયકલ ચલાવતા યુનિફોર્મમાં એક માણસ ઘાસના મેદાનમાં ફરતો હોય છે.,લાલ અને કાળા રંગના પોશાક પહેરેલો એક માણસ બાઇક પર છે.
6279531366.jpg,"ઘેરા વાદળી શર્ટ પહેરેલો એક આધેડ વયનો માણસ, દ્રાક્ષવાડીમાંથી દ્રાક્ષ ચૂંટતો હતો.",એક માણસ ફૂલોના ખેતરમાં બેઠો છે.
6280386353.jpg,એક સ્ત્રી ડેસ્ક પર બેઠી બેઠી માઇક્રોસ્કોપમાં જોઈ રહી છે.,લેબ કોટ પહેરેલી એક સ્ત્રી માઇક્રોસ્કોપ દ્વારા જોઈ રહી છે.
6280457017.jpg,સફેદ જમ્પસૂટ પહેરેલો એક વ્યક્તિ રેસટ્રેક પર ઝડપથી ચાલતી મોટરસાઇકલ ચલાવી રહ્યો છે.,મોટરસાઇકલ પર એક વ્યક્તિ.
6280934841.jpg,"બહાર યુવાન સ્ત્રીઓનો એક મોટો સમૂહ, બધાએ એક જ વાદળી ટ્રેકસૂટ પહેર્યો હતો, કેમેરા તરફ હાથ હલાવીને સ્મિત કરી રહ્યા હતા.",છોકરીઓનું એક જૂથ ફોટો માટે પોઝ આપી રહ્યું છે.
62810448.jpg,પરંપરાગત પોશાક પહેરેલો એક માણસ સફેદ અને કાળા ઘોડા પર સવારી કરી રહ્યો છે અને ઢોલ પકડી રહ્યો છે.,સફેદ ઘોડા પર સવારી કરતા લોકો.
6281192843.jpg,"બે ફૂટબોલ ટીમો, એક સફેદ હેલ્મેટ સાથે, બીજી ગોલ્ડ હેલ્મેટ સાથે અને બધી વાદળી યુનિફોર્મ ટોપ સાથે તૈયાર થઈ રહી છે.",બે ફૂટબોલ ટીમો ફૂટબોલ રમી રહી છે.
6281452090.jpg,એક વ્યક્તિ સ્કૂલ જેવા દેખાતા મેદાનમાં વિવિધ ટીમના ખેલાડીઓ અને સ્ટાફ સાથે ફૂટબોલ પકડે છે અથવા ફેંકવાની તૈયારી કરે છે.,બે માણસો ક્રિકેટ રમી રહ્યા છે.
6282161290.jpg,"રોલરસ્કેટ પર બે માણસો એકબીજાની સામે છે, જ્યારે બીજા લોકો તેમની પાસેથી પસાર થઈ રહ્યા છે અથવા તેમની પાસે આવી રહ્યા છે, જ્યારે પ્રેક્ષકો તેમની ક્રિયાપ્રતિક્રિયા જોઈ રહ્યા છે.","બે હોકી ખેલાડીઓ, એક વાદળી પોશાક પહેરેલો અને બીજો વાદળી પોશાક પહેરેલો, એકબીજા સામે લડી રહ્યા છે."
6282165546.jpg,રોલરસ્કેટ પર એવા લોકો છે જેમનો એક ખેલાડી ચાર્જ કરી રહ્યો છે અને બીજો ખેલાડી બ્લોક કરી રહ્યો છે.,બે મહિલાઓ રોલર હોકી રમી રહી છે.
6282577355.jpg,બે મોટરસાયકલ સવારો રેસિંગ ટ્રેક પર એક વળાંક પર એકબીજાની ખૂબ નજીક આવે છે.,બે મોટરસાયકલ સવારો એક ટ્રેક પર દોડી રહ્યા છે.
628282183.jpg,ચાંદીના વાહનની બાજુમાં ઊંધી સાયકલ પર સમારકામ કરવાનો પ્રયાસ કરી રહેલા એક વૃદ્ધ સજ્જન.,એક માણસ પોતાની સાયકલ ઠીક કરી રહ્યો છે.
6283123175.jpg,વાદળી ટીમની સામેની બાજુએ એક મહિલા વોલીબોલ ખેલાડી વોલીબોલ માટે કૂદી રહી છે.,બે મહિલા વોલીબોલ ટીમો વોલીબોલ રમી રહી છે.
6283492657.jpg,ટોપ અને વહેતા સફેદ સ્કર્ટ પહેરેલી એક મહિલા ફુવારાની નજીક નાચતી વખતે વચ્ચે કૂદકા મારતી ઝડપાઈ ગઈ.,સફેદ ડ્રેસ પહેરેલી એક સ્ત્રી ફુવારાની સામે ઉભી છે.
6283530328.jpg,ક્રુસેડર્સ નામની છોકરીઓની બાસ્કેટબોલ ટીમની વચ્ચે ઉજવણી કરતી બે યુવતીઓ.,છોકરીઓનું એક જૂથ વોલીબોલ રમી રહ્યું છે.
6284009144.jpg,"લાલ રંગનો સ્કર્ટ અને કાળો શર્ટ પહેરેલી એક છોકરી, ઘાસમાં ઝાડની ડાળી પર પોઝ આપી રહી છે.",લાલ પોશાક પહેરેલી એક સ્ત્રી પડી રહી છે.
6284697322.jpg,ત્રણ વિદ્યાર્થીઓ પોતાના ડેસ્ક પર નોટબુકમાં પેન્સિલો લઈને લખે છે.,વાદળી શર્ટ પહેરેલી એક સ્ત્રી પુસ્તક વાંચી રહી છે.
628483212.jpg,"બે મહિલાઓ ઘરે ફ્યુટન-શૈલીના સોફા પર ગાદલા અને કપડાંના ઢગલા વચ્ચે આરામ કરી રહી છે, અને તેમની પાછળ દિવાલ પર ફોટોગ્રાફ્સની શ્રેણી છે.",બે સ્ત્રીઓ સોફા પર સૂઈ રહી છે.
6285562381.jpg,"લીલા ઘાસથી ઢંકાયેલી અને વાદળછાયું આકાશ નીચે એક મનોહર ટેકરી પર, વાદળી જેકેટ પહેરેલા બે વ્યક્તિ લીલા જેકેટ પહેરેલી એક સ્ત્રીને ભેટી રહ્યા છે.",પીળા જેકેટમાં એક માણસ ફોટો લઈ રહ્યો છે.
6286292296.jpg,"લોકોનું એક જૂથ એક યુવાનની આસપાસ ઊભું છે, જેની પાસે કાળા અને સફેદ ચેકર્ડ શર્ટ પહેરેલા છે અને તે ટેબલ પર માથું નીચું રાખીને બેઠો છે.",લોકોનો એક સમૂહ ડેસ્ક પર બેઠો છે.
6286343422.jpg,બે સ્ત્રીઓ ઉપર જોઈ રહી છે અને તેમની સામે અને ઉપર એક પુલ તરફ ઈશારો કરી રહી છે.,બે લોકો પુલ પાર કરી રહ્યા છે.
6286405785.jpg,"વાદળી """"રેમ્સ"""" જર્સી પહેરેલો એક ફૂટબોલ ખેલાડી મેદાનમાં ફૂટબોલ લઈને દોડી રહ્યો છે, જ્યારે સફેદ જર્સી પહેરેલો બીજો ખેલાડી તેને પકડવાના પ્રયાસમાં પડી જાય છે.",એક ફૂટબોલ ખેલાડી બોલ સાથે દોડી રહ્યો છે.
6286924128.jpg,"બે નાના છોકરાઓ ફૂટબોલ રમી રહ્યા છે, પૂરપાટ ઝડપે દોડી રહ્યા છે; એક સફેદ જર્સી પહેરેલો છે અને બીજો વાદળી જર્સી પહેરેલો છે.",એક ફૂટબોલ ખેલાડી બોલને લાત મારે છે.
6287059051.jpg,લાલ રંગના વાળવાળી એક સ્ત્રી કોઈ પ્રકારના ખેતર કે બગીચાના ફોટા લેવા માટે ટ્રાઇપોડ પર કેમેરાનો ઉપયોગ કરી રહી છે.,લાલ વાળવાળી એક સ્ત્રી ટેબલ પર બેઠી છે.
6287749306.jpg,એક યુગલ વાતચીત કરી રહ્યું છે ત્યારે માસ્કોટ પૃષ્ઠભૂમિમાં નૃત્ય કરી રહ્યો છે.,એક પુરુષ અને સ્ત્રી ફૂટબોલ રમી રહ્યા છે.
6288191752.jpg,એક યુવાન ગૌરવર્ણ છોકરો અને ગૌરવર્ણ છોકરી ટેબલ પર બેઠેલા ક્રેયોલા ક્રેયોન્સના બોક્સ સાથે સફેદ કાગળ પર ચિત્રો દોરે છે.,એક નાનો છોકરો અને એક છોકરી ટેબલ પર બેઠા છે.
6290954872.jpg,"તળાવ પર લોકોનું એક જૂથ વેચાણ કરી રહ્યું છે, જેની પૃષ્ઠભૂમિમાં ઘરો છે.",લોકોનું એક જૂથ હોડી પર છે.
6291644661.jpg,પુરુષોની બે ટીમો (એક લીલો ગણવેશ પહેરેલી અને બીજી કાળી અને સફેદ ગણવેશ પહેરેલી) બરફ પર રોલરસ્કેટ પહેરીને રમત રમી રહી છે.,બે પુરુષો હોકી રમી રહ્યા છે.
6292488697.jpg,"સ્પાઇડરમેન કોસ્ચ્યુમ પહેરેલા બે નાના બાળકો બાજુ-બાજુ સ્લાઇડ્સ નીચે ઉતરી રહ્યા છે, જમણી બાજુની સ્લાઇડ્સ જમણી બાજુએ તેના મિત્ર તરફ જોઈ રહી છે જે તેનાથી થોડો પાછળ છે.",બે બાળકો સ્લાઇડ નીચે જઈ રહ્યા છે.
6293805900.jpg,સ્પર્ધા માટે ગોઠવાયેલા ઇન્ડોર સ્વિમિંગ પુલમાં એક તરવૈયો બ્રેસ્ટસ્ટ્રોક કરી રહ્યો છે.,સ્વિમિંગ પુલમાં એક તરવૈયો.
6293812868.jpg,યુવાન મહિલાઓ સ્વિમિંગ પુલમાં રિલે ઇવેન્ટમાં ભાગ લે છે જ્યારે ટીમના સાથીઓ ઉત્સાહિત થાય છે અથવા ઉત્સુકતાથી તેમના વારાની રાહ જુએ છે.,પીળા અને વાદળી રંગના પોશાક પહેરેલી એક મહિલા તરવૈયાઓનું એક જૂથ પૂલમાં કૂદી પડે છે.
6294503037.jpg,"મોટરસાઇકલ પર ફોટો જર્નાલિસ્ટ, મેરેથોન દોડવીરો પાછળ, એક લીલા રંગનો શર્ટ અને જૂતા પહેરેલો, બીજો વાદળી રંગના જૂતા સાથે ફ્લોરોસન્ટ નારંગી.",દોડવીરો દોડમાં ભાગ લે છે.
6294582746.jpg,કાળા અને લાલ રંગના પોશાકમાં એક સ્ત્રી પ્રકૃતિના પુલ પર દોડી રહી છે.,એક સ્ત્રી દોડી રહી છે.
6295775965.jpg,લોકોનું ટોળું તેમની ઉપરની વ્યક્તિ સાથે સંપર્ક કરવાનો પ્રયાસ કરે છે.,એક બેન્ડ સ્ટેજ પર પર્ફોર્મ કરે છે.
6296342997.jpg,ઝાડી-ઝાંખરાવાળી પૃષ્ઠભૂમિ સાથે જમીન પર મૂકેલા રેપર પર બેસીને પ્રાર્થનાના મૂડમાં એક વૃદ્ધ દંપતી.,વાદળી જેકેટ પહેરેલો એક માણસ બીજા માણસ સાથે વાત કરી રહ્યો છે.
62964059.jpg,તાજેતરમાં ઓશીકું લડાઈ દરમિયાન લાલ વાળવાળી છોકરી તેના વિરોધી પર ઓશીકું ફેરવતી વખતે ખુશીથી હસતી હોય છે.,લાલ કોટ પહેરેલી એક સ્ત્રી તેના માથા પર લાલ સ્કાર્ફ છે.
6296537344.jpg,બે યુવાનો ઇન્ડોર રિંક પર રોલર હોકી રમે છે જ્યારે રેફરી ગોલ નેટ પાસે જોઈ રહ્યો છે.,બે હોકી ખેલાડીઓ પક માટે લડી રહ્યા છે.
6296741028.jpg,કાળા ચશ્મા પહેરેલો એક માણસ જંગલમાં રસ્તા પર પોતાની બાઇક કૂદી રહ્યો છે.,કાળા અને સફેદ પોશાક પહેરેલો એક માણસ જંગલમાં બાઇક ચલાવી રહ્યો છે.
6299001128.jpg,પૃષ્ઠભૂમિમાં પાંદડાઓ સાથે ડાળી પર બેઠેલી ખિસકોલીનું ઉપર તરફનું દૃશ્ય.,એક નાની છોકરી ઝાડ પર બેઠી છે.
6299253797.jpg,સફેદ ટી-શર્ટ અને વાદળી બેઝબોલ કેપ પહેરેલો એક માણસ પ્રયોગશાળામાં કેટલાક બાળકોની દેખરેખ રાખી રહ્યો છે.,ત્રણ લોકો માઇક્રોસ્કોપ દ્વારા જોઈ રહ્યા છે.
6300032355.jpg,"લાલ શર્ટ અને કાળા સ્કર્ટમાં સજ્જ એક યુવતી, સફેદ શર્ટ અને લાલ પેન્ટ પહેરેલા એક યુવાન સાથે પ્રોજેક્ટર સ્ક્રીન સામે નૃત્ય કરી રહી છે, જે બાળકોની ફિલ્મનો ફોટો બતાવી રહી છે.",એક પુરુષ અને સ્ત્રી નૃત્ય કરી રહ્યા છે.
6300225700.jpg,બે ડોકટરો એક દર્દી પર શસ્ત્રક્રિયા કરી રહ્યા છે અને અન્ય લોકો પૃષ્ઠભૂમિમાં વાતચીત કરી રહ્યા છે.,સફેદ પોશાક પહેરેલા ત્રણ માણસો સર્જરી કરી રહ્યા છે.
6301391567.jpg,બેબી બ્લુ અને વ્હાઇટ યુનિફોર્મમાં રગ્બી ખેલાડીઓની એક ટીમ ખીચોખીચ ભરેલા સ્ટેડિયમની સામે ગોલ તરફ દોડવાનું શરૂ કરે છે.,એક ફૂટબોલ રમત જેમાં એક ટીમ લાલ અને સફેદ પોશાક પહેરે છે.
6301591350.jpg,ગ્રે અને કાળા પટ્ટાવાળા સ્વેટર અને વાદળી જીન્સ પહેરેલા ફૂલોના બગીચામાં પીઠ પાછળ હાથ રાખીને હસતો નાનો છોકરો.,એક નાનો છોકરો છોડ પાસે ઉભો છે.
630174471.jpg,રસપ્રદ ટોપી અને સફેદ શર્ટ પહેરેલી એક સ્ત્રી રેલિંગ પાસે ઉભી છે જેની બીજી બાજુ કાળા પાણીનો રંગ છે.,વાદળી ડ્રેસ પહેરેલી એક સ્ત્રી પાણી તરફ જોઈ રહી છે.
6301921728.jpg,ફૂટબોલ મેચ દરમિયાન દર્શકોની ભીડ સામે એક આખી ફૂટબોલ ટીમ હાથ જોડીને ધ્યાન ખેંચી રહી છે.,એક ફૂટબોલ ટીમ મેદાનમાં ઉભી છે.
6302275137.jpg,"બે વ્યક્તિઓ સ્પેરિંગ ગિયર પહેરીને, મેચમાં વાડ કરી રહ્યા છે જ્યારે તેમની પાછળ નોર્થવેસ્ટર્ન વાઇલ્ડકેટ્સનું બેનર લટકતું હોય છે.",બે માણસો માર્શલ આર્ટ્સ કરી રહ્યા છે.
6302275277.jpg,એક ઇમારતની અંદર બે માણસો તલવારબાજી કરી રહ્યા છે.,બે માણસો ક્રિકેટ રમી રહ્યા છે.
6302283809.jpg,સફેદ કપડાં પહેરેલા બે લોકો તલવારબાજી કરી રહ્યા છે જ્યારે અન્ય લોકો પૃષ્ઠભૂમિમાં છે.,બે માણસો માર્શલ આર્ટ્સ કરી રહ્યા છે.
6302532663.jpg,કાળા અને લીલા પટ્ટાવાળા શર્ટ પહેરેલો એક માણસ રસ્તા પર ત્રણ પિન ચલાવી રહ્યો છે.,એક માણસ બોલ ફેંકી રહ્યો છે.
6303184938.jpg,વાદળી શર્ટ પહેરેલો અને ચશ્મા વાળેલો અને મુંડાયેલ માથું ધરાવતો એક માણસ પ્રયોગશાળામાં માઇક્રોસ્કોપ જોઈ રહ્યો છે.,એક માણસ માઇક્રોસ્કોપ દ્વારા જોઈ રહ્યો છે.
6303553615.jpg,"લોકો પૂલમાં બોલની રમત રમી રહ્યા છે, એક તરવૈયો પીળો બોલ ગોલમાં ફેંકવાનો પ્રયાસ કરી રહ્યો છે.",વોટર પોલો ખેલાડી ગોલ કરવાનો પ્રયાસ કરે છે.
6303619277.jpg,ગ્રે ઝિપ અપ જેકેટ અને સેફ્ટી ચશ્મા પહેરેલો એક નાનો છોકરો શાળાના પ્રોજેક્ટ પર ભાગોને એકસાથે જોડી રહ્યો છે.,એક નાનો છોકરો ઇલેક્ટ્રોનિક ઉપકરણ પર કામ કરી રહ્યો છે.
6303698580.jpg,જંગલમાં રસ્તાની બહારના માર્ગ પર તેની બાઇકિંગ કુશળતા દર્શાવતો ડર્ટ બાઇકર.,એક વ્યક્તિ જંગલમાં બાઇક ચલાવી રહ્યો છે.
6303856162.jpg,કાળા અને ભૂખરા રંગના પોશાકમાં એક માણસ સ્કી અથવા સ્નોબોર્ડ પર હવામાં સફર કરી રહ્યો છે.,એક સ્નોબોર્ડર હવામાં ઉડે છે.
630476551.jpg,એક નાનું બાળક દરિયા કિનારે રમતી વખતે સમુદ્રના મોજાથી છલકાઈ જાય છે.,એક યુવાન છોકરી સમુદ્રમાં રમી રહી છે.
6307273092.jpg,"એક મધ્યમ વયની સ્ત્રી કસરતના સાધનો પર ધ્યાન કેન્દ્રિત કરે છે, જ્યારે બાકીનું જીમ અને ધ્યાન બહારના લોકો તેની પાછળ હોય છે.",ગ્રે સ્વેટર પહેરેલી એક સ્ત્રી ટેલિસ્કોપ દ્વારા જોઈ રહી છે.
6307281128.jpg,એક છોકરો અને છોકરી એક સ્ટેજ પર સાથે નાચતા હોય છે જેની પૃષ્ઠભૂમિમાં બે અન્ય લોકો હોય છે.,જાંબલી રંગનો પોશાક પહેરેલો એક માણસ નૃત્ય કરી રહ્યો છે.
6307540579.jpg,ઘાટા વાળવાળા ફોટોગ્રાફર એક ઇન્ડોર પાર્કમાં સ્કેટબોર્ડરનો ફોટો લે છે.,એક માણસ ફોટો લઈ રહ્યો છે.
63080220.jpg,વાદળી વાળ અને આંખોવાળો એક નાનો છોકરો બાથરૂમમાં ટૂથબ્રશથી દાંત સાફ કરી રહ્યો છે.,એક નાનો છોકરો દાંત સાફ કરી રહ્યો છે.
6308602436.jpg,લોકોનું એક જૂથ ફરતા રસ્તાઓવાળા ટર્મિનલમાંથી મુસાફરી કરી રહ્યું છે.,સબવે પર ઘણા લોકો ઉભા છે.
6308720672.jpg,"લાલ, સફેદ અને કાળા રંગના કપડાં પહેરેલા વિરોધી ટીમોના બે હોકી ખેલાડીઓ, પક મારવાની અપેક્ષાએ ઝૂકીને હોકી સ્ટીક ક્રોસ કરે છે.",બે હોકી ખેલાડીઓ પક માટે લડી રહ્યા છે.
6309331514.jpg,"ઘણા લોકો એક રૂમમાં ભેગા થયા હતા, જેમાં સ્ટેજ પર ઘણા લોકો વાજિંત્રો અને દિવાલ પર ""ધ અર્લી નવેમ્બર"" શબ્દો સાથે હતા.",સ્ટેજ પર એક બેન્ડ વાગી રહ્યું છે.
6309593797.jpg,"એક પિચર એક કેચરને બેઝબોલ ફેંકી રહ્યો છે, જે અમ્પાયરની સામે અને બેટ્સમેનની પાછળ ઊભો છે.",એક બેઝબોલ ખેલાડી બોલ ફેંકી રહ્યો છે.
6309597419.jpg,બેઝબોલના મેદાનમાં પિચરના ટેકરા પર એક યુવાન માણસ તેના ચહેરા પર તીવ્ર એકાગ્રતા સાથે પિચ ફેંકે છે.,એક બેઝબોલ ખેલાડી બોલ ફેંકી રહ્યો છે.
6309782007.jpg,બે માણસો કેમેરા તરફ જુએ છે અને બિયરના ગ્લાસ ઉંચા કરીને સ્મિત કરે છે.,બે માણસો બીયર પી રહ્યા છે.
6310122280.jpg,વાદળી અને ભૂખરા રંગનો એક બેઝબોલ ખેલાડી પિચર્સ ટેકરા પર ઊભો છે અને પિચ માટે તૈયાર થાય છે.,એક બેઝબોલ ખેલાડી બોલ ફેંકી રહ્યો છે.
6310645834.jpg,"એક કાળી, લાલ અને સફેદ રેસ કાર વાદળી કિનારીવાળા ગ્રે ટ્રેક પર ઝૂમ કરીને પસાર થઈ રહી છે, જે આગળના ભાગમાં ઝાંખી ભીડની તુલનામાં ખૂબ જ ફોકસમાં છે.",એક રેસ કાર ટ્રેક પર દોડી રહી છે.
63108800.jpg,એક સ્ત્રી જમતી વખતે તેના ભોજનનો ફોટો લઈ રહી છે જ્યારે તેની બાજુમાં બેઠેલો પુરુષ ખાઈ રહ્યો છે અને તે જ સમયે તે એક પુરુષને પુસ્તક વાંચતા જોઈ રહ્યો છે.,ત્રણ લોકો ટેબલ પર બેઠા છે અને ખાઈ રહ્યા છે.
63110923.jpg,ભૂરા રંગના શર્ટ અને લીલા રંગના શોર્ટ્સમાં એક નાનો છોકરો કાળા પેન્ટ પહેરેલી એક વૃદ્ધ મહિલા સાથે હસતો દેખાય છે.,એક પુરુષ અને સ્ત્રી સોફા પર બેઠા છે.
6312121806.jpg,એક યુવાન તહેવાર દરમિયાન ઈંટોથી બનેલા માર્ગ પરથી કાળજીપૂર્વક ધૂળ અને ચાક સાફ કરી રહ્યો છે.,એક માણસ ફૂટપાથ સાફ કરી રહ્યો છે.
6312211170.jpg,તેજસ્વી વાદળી અને સફેદ ગણવેશ પહેરેલા ફૂટબોલ ખેલાડીઓ હવામાં કૂદી રહ્યા છે.,બે ફૂટબોલ ખેલાડીઓ બોલ માટે લડી રહ્યા છે.
6312211846.jpg,"સફેદ ફૂટબોલ યુનિફોર્મ પહેરેલો એક છોકરો ફૂટબોલ બોલને લાત મારવાની તૈયારી કરી રહ્યો છે, જ્યારે વાદળી ગણવેશ પહેરેલા વૃદ્ધ ખેલાડીઓનું ટોળું પૃષ્ઠભૂમિમાં જોઈ રહ્યું છે.",એક ફૂટબોલ ખેલાડી બોલને લાત મારી રહ્યો છે.
6313705763.jpg,કાળા પોશાક પહેરેલો એક કાળા વાળવાળો માણસ ગુલાબી રંગના કોઈ વ્યક્તિની બાજુમાં બેઠો હોય ત્યારે કોઈ વસ્તુમાં ફૂંક મારી રહ્યો છે.,એક માણસ લાકડી પકડીને બેઠો છે.
